Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"International tourism, expenditures for travel items (current US$)",2690000000,3006000000,2988000000,3585000000,4816000000,6187000000,6845000000,8219000000,9606000000,9310000000,10490000000,13699000000,12342000000,,
"International tourism, expenditures (current US$)",3686000000,4367000000,4350000000,4385000000,5783000000,8277000000,8738000000,10690000000,12083000000,9310000000,10490000000,13699000000,14107000000,,
"International tourism, expenditures (% of total imports)",,,,,,4.551353254,3.882071741,3.834482363,3.184102414,2.836192374,2.38920054,2.476937486,2.432623049,,
Merchandise trade (% of GDP),19.7020977,18.98009463,20.18575306,21.26938213,24.44948985,29.06756604,31.63127126,30.63925406,42.14206642,30.91544034,33.74879008,40.81523006,42.25425116,41.5216551,
Import volume index (2000 = 100),100,101.4405462,105.8266109,130.4358955,143.4317296,223.8398988,279.6151689,321.8249425,416.422988,412.640835,469.6283327,515.1351461,543.5270987,543.8300035,
"Binding coverage, manufactured products (%)",,72.28,,,72.35,72.35,,73.22,73.22,73.22,,,,,
"Bound rate, simple mean, manufactured products (%)",,36.32,,,35.64,35.57,,35.62,35.62,35.61,,,,,
"Share of tariff lines with international peaks, manufactured products (%)",,93.61932,,,94.53745,10.26716,,,3.127434,6.026554,,,,,
"Tariff rate, applied, simple mean, manufactured products (%)",,31.79,,,28.73,15.88,,,8.55,10.22,,,,,
"Tariff rate, most favored nation, simple mean, manufactured products (%)",,34.59,,,29.87,17.39,,14.14,9.09,11.38,,,,,
"Share of tariff lines with specific rates, manufactured products (%)",,3.011265,,,4.23203,4.413415,,,5.635413,0,,,,,
"Tariff rate, applied, weighted mean, manufactured products (%)",,28.46,,,25.24,12.26,,,6,8.3,,,,,
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",,28.59,,,25.24,12.36,,,6.15,8.5,,,,,
"Binding coverage, all products (%)",,73.82,,,73.8,73.8,,74.5,74.5,74.5,,,,,
"Bound rate, simple mean, all products (%)",,49.87,,,49.17,49.11,,49.97,50.18,50.19,,,,,
"Share of tariff lines with international peaks, all products (%)",,92.12421,,,92.5453,15.44332,,,8.666892,10.33134,,,,,
"Tariff rate, applied, simple mean, all products (%)",,31.86,,,28.98,17.01,,,10,11.46,,,,,
"Tariff rate, most favored nation, simple mean, all products (%)",,34.6,,,30.16,19.88,,17.35,12.45,14.03,,,,,
"Share of tariff lines with specific rates, all products (%)",,2.634494,,,3.702233,3.873925,,,4.99798,0,,,,,
"Tariff rate, applied, weighted mean, all products (%)",,26.5,,,22.89,13.36,,,6.59,8.18,,,,,
"Tariff rate, most favored nation, weighted mean, all products (%)",,26.63,,,22.9,13.51,,,6.73,8.39,,,,,
"Binding coverage, primary products (%)",,79.69,,,79.41,79.41,,79.37,79.37,79.37,,,,,
"Bound rate, simple mean, primary products (%)",,90.52,,,89.06,89.04,,89.81,89.95,90,,,,,
"Share of tariff lines with international peaks, primary products (%)",,82.42667,,,78.80698,51.92308,,,49.7942,40.43086,,,,,
"Tariff rate, applied, simple mean, primary products (%)",,32.3,,,30.66,24.98,,,19.69,19.95,,,,,
"Tariff rate, most favored nation, simple mean, primary products (%)",,34.64,,,31.16,28.36,,27.96,22.89,22.72,,,,,
"Share of tariff lines with specific rates, primary products (%)",,0.2196666,,,0.0679143,0.0700574,,,0.2759588,0,,,,,
"Tariff rate, applied, weighted mean, primary products (%)",,22.99,,,18.68,14.31,,,7.71,7.36,,,,,
"Tariff rate, most favored nation, weighted mean, primary products (%)",,23.15,,,18.69,14.53,,,7.88,7.66,,,,,
Agricultural raw materials imports (% of merchandise imports),3.491979322,4.026226954,3.317816503,3.291205219,2.836810025,2.149814351,1.793607656,1.870574638,1.565038738,1.635343283,1.776209565,1.771862,1.827499091,1.788991089,
Food imports (% of merchandise imports),4.662568059,5.81003209,5.893395638,5.91148046,4.731834472,3.670243104,3.042741665,3.420520282,2.492371879,4.21172291,3.951091965,3.741041478,4.048245884,3.89521493,
Fuel imports (% of merchandise imports),38.60276591,33.41339821,32.44465905,32.19817939,34.34939341,35.70433251,37.23352319,36.34793898,39.16367572,33.98157392,35.55495383,38.49467135,42.55378735,43.00807446,
ICT goods imports (% total goods imports),5.450758254,5.936395516,7.039299194,8.41673495,8.307327436,7.636875634,7.649593873,7.378689099,4.08829509,7.788600699,6.30845334,5.973562352,5.311031088,,
Insurance and financial services (% of commercial service imports),,,,,,6.850331979,7.961887621,9.211762255,9.029875446,9.768278699,10.34165859,11.664044,9.117680143,,
Manufactures imports (% of merchandise imports),46.74999108,49.11838052,52.1422203,53.16877293,52.49382637,52.1854573,50.18929326,50.41075581,47.03992158,52.36002692,50.55232146,46.91266028,43.21611384,42.36078288,
Ores and metals imports (% of merchandise imports),4.950706886,5.78186667,4.760132603,4.306471012,4.763252972,5.226260911,6.378649518,6.724358391,5.846771677,5.564412842,5.345037208,6.216143023,5.588463646,6.252468294,
Merchandise imports from economies in the Arab World (% of total merchandise imports),8.452875544,4.829713926,4.556060349,4.980735602,6.882390242,6.361263997,19.34840394,23.52782619,24.29928492,22.11083089,24.87504291,26.25526496,27.78482989,28.20784217,
Merchandise imports (current US$),51523000000,50392000000,56517000000,72557700000,99775400000,1.43E+11,1.78E+11,2.29E+11,3.21E+11,2.57E+11,3.50E+11,4.64E+11,4.89E+11,4.66E+11,
Merchandise imports from high-income economies (% of total merchandise imports),56.76430198,53.20481,51.30372812,53.10676401,52.28768256,50.79529783,59.86479357,62.54208706,61.92296451,60.98641513,61.16757869,60.44711865,59.46480849,58.30611193,
Merchandise imports from developing economies outside region (% of total merchandise imports),18.77687247,17.73187015,19.02897775,18.82181348,18.7878983,18.97184006,32.65721066,35.91711268,36.88887886,37.93762701,37.69247405,38.25851564,39.70456229,40.72300144,
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),8.73040982,9.45656116,10.47599415,11.74089282,12.17652684,12.41133664,15.65813637,16.60233025,16.92185327,17.99547005,18.20023265,18.72424285,17.6648735,18.42437987,
Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports),0.558743845,0.739772999,0.651681067,0.629457054,0.825544985,0.959544244,1.171079585,1.4106399,1.464979493,1.704699625,0.999585844,1.060947255,1.383556936,1.181235068,
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),1.393829978,1.716103467,1.484818728,1.322380282,1.446918485,1.487546207,2.034898819,1.822113618,2.535171967,2.890704192,3.395544964,3.17759001,5.136213875,6.364875915,
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),2.935863657,1.874797158,1.806602606,1.347753927,1.212009845,1.327390751,8.347264084,10.01349819,9.564429873,8.697365447,7.649643797,8.169845722,8.409010588,7.848095792,
Merchandise imports from developing economies in South Asia (% of total merchandise imports),0.94161996,1.161909291,0.925237568,0.897246399,0.890926332,0.936850663,0.840218955,0.834148527,0.664870264,0.593440541,0.589863324,0.547843275,0.553766252,0.527346305,
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),5.158025176,3.944635368,4.609881197,3.781329397,3.126898148,2.786022218,5.445831804,6.068530719,6.402444261,6.649387695,7.4474668,7.125889805,7.110907391,6.904414797,
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",23.51720559,27.90141056,28.74205656,27.17417611,28.0334928,29.29601145,6.637776817,0.706651735,0.523286365,0.482517327,0.55008393,0.746522436,0.27686297,0.443540322,
Merchandise imports by the reporting economy (current US$),50336125000,50143367020,58912424916,74070022264,99835333380,1.40E+11,1.77E+11,2.35E+11,2.81E+11,2.58E+11,3.51E+11,4.65E+11,4.90E+11,4.68E+11,
Merchandise imports from developing economies within region (% of total merchandise imports),0.94161996,1.161909291,0.925237568,0.897246399,0.890926332,0.936850663,0.840218955,0.834148527,0.664870264,0.593440541,0.589863324,0.547843275,0.553766252,0.527346305,
Import value index (2000 = 100),100,97.80505368,109.6929715,140.8261181,193.6525312,277.294174,346.2732106,445.1804926,623.0850748,499.1997733,679.7614265,901.4667421,948.2981152,904.2317467,
"Computer, communications and other services (% of commercial service imports)",,,,,,35.17642407,36.89716947,34.1830457,30.45336112,33.73465882,39.65306906,30.66232249,34.41868749,,
Commercial service imports (current US$),,,,,,46699475817,58040553581,69757132293,87237817560,79627863734,1.14E+11,1.24E+11,1.29E+11,,
Transport services (% of commercial service imports),,,,,,44.72548776,43.34752918,44.82297367,49.5054862,44.80574131,40.80678424,46.64351558,46.89316552,,
Travel services (% of commercial service imports),,,,,,13.24775619,11.79341373,11.78221838,11.01127723,11.69132117,9.198488116,11.03011792,9.570466848,,
Net barter terms of trade index (2000 = 100),100,97.83315006,88.6223404,96.23141331,86.16702255,105.2023234,110.7771733,114.169544,117.2368686,131.6677273,132.5432946,127.6099214,127.7379153,131.0888574,
Export volume index (2000 = 100),100,108.470029,126.5101374,133.9128055,155.464566,180.3627067,209.5137446,224.3518938,262.0724688,244.2914537,278.4001198,320.0665245,314.2521696,338.2075694,
Agricultural raw materials exports (% of merchandise exports),1.258907331,1.139473046,1.062797391,1.079833355,1.203886488,1.267858549,1.717894269,1.983005667,1.735424467,1.164823488,2.006039429,1.829675587,1.954673746,2.061501155,
Food exports (% of merchandise exports),12.79001305,13.28184504,12.73220701,11.05751773,10.3883694,8.970116674,8.556245161,9.188044021,9.945652869,7.983044304,8.257894978,8.968366134,10.54309528,11.19488098,
Fuel exports (% of merchandise exports),3.403651605,4.918104373,4.628884942,5.959998387,8.053340174,10.32794494,14.75413958,15.89886503,17.71007867,13.38550831,16.94527497,18.51655279,18.50804064,20.3491444,
ICT goods exports (% of total goods exports),1.685471626,1.956287673,1.559692076,1.611938214,1.425727608,1.108673226,1.108662997,1.074197444,0.973301949,3.450177114,1.998035608,2.182670486,1.980050891,,
Insurance and financial services (% of commercial service exports),,,,,,4.019403352,5.017153937,5.664128813,5.537929188,5.548619531,6.531494649,6.403614409,5.246770591,,
Manufactures exports (% of merchandise exports),77.83763376,74.76121668,75.3171633,76.76109626,73.71176678,71.07446914,66.25703182,64.20260433,62.78338882,66.81664637,63.76401739,62.22553206,64.7709423,61.87680707,
Ores and metals exports (% of merchandise exports),2.719909317,2.958014499,3.886547631,3.610393281,5.462703591,7.240327681,7.65739383,7.568912847,6.227185379,6.227487716,6.994186399,3.829308595,3.337464834,2.975866197,
Merchandise exports to economies in the Arab World (% of total merchandise exports),11.02341654,11.94738455,11.94222565,13.23400036,14.52087647,14.26784734,15.92124086,16.74359576,19.62826894,19.50046112,19.76248532,18.50730297,20.24837836,18.83080554,
Merchandise exports (current US$),42379000000,43361000000,49250000000,58962900000,76648600000,99616000000,1.22E+11,1.50E+11,1.95E+11,1.65E+11,2.26E+11,3.03E+11,2.97E+11,3.13E+11,
Merchandise exports to high-income economies (% of total merchandise exports),75.81444124,71.19971639,71.67826801,70.65325857,69.34240832,69.55798342,67.79410187,65.10169258,65.97229945,65.89289865,64.1158936,63.4104859,64.4684903,61.27502045,
Merchandise exports to developing economies outside region (% of total merchandise exports),16.46096207,19.23833613,21.56579422,22.39704297,24.2752806,24.77559902,26.80663689,28.90385311,27.16674942,26.83669122,29.53752808,27.19116981,28.9100416,29.84081635,
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),6.68567313,8.021801599,9.791861465,10.59838551,11.17354726,11.61144531,11.78181476,12.57741277,11.76958966,12.80208999,14.56616757,12.4941319,11.45885877,11.58876023,
Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports),1.224257112,1.022404637,1.250182696,1.602853364,1.737359822,1.694092945,1.742526639,1.889189647,1.804621909,1.636688554,1.856193482,1.842334122,1.950835812,2.001239679,
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),1.821957803,1.948969406,2.106291305,1.68064468,2.227786899,2.582827089,2.843343189,3.121993979,2.879920815,2.344158327,2.977113906,3.235571604,3.835923989,3.549192631,
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),2.493557313,3.332654147,3.557723958,3.678989205,3.897890796,3.603629431,4.028037922,4.299525809,4.303406879,4.077837362,3.772748352,3.236168065,3.983052898,4.485296223,
Merchandise exports to developing economies in South Asia (% of total merchandise exports),4.275985112,4.654872597,5.151412113,6.407821838,5.858825896,5.409551229,5.176232216,5.742605458,4.914525363,4.519186308,5.00105971,4.486144266,4.995377197,5.237888398,
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),4.235516711,4.912506341,4.859734797,4.836170211,5.23869582,5.283604248,6.410914382,7.015730914,6.409210159,5.975916995,6.365304765,6.382964119,7.681370129,8.21632759,
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",3.448611582,4.907074879,1.604525662,0.541876621,0.523485188,0.256866329,0.223029025,0.251848843,1.946425762,2.751223816,1.345518614,4.912200023,1.626090901,3.646274794,
Merchandise exports by the reporting economy (current US$),42625850000,43313561390,50496256028,61118542804,75385241384,98201649682,1.21E+11,1.54E+11,1.78E+11,1.65E+11,2.23E+11,3.07E+11,2.97E+11,3.15E+11,
Merchandise exports to developing economies within region (% of total merchandise exports),4.275985112,4.654872597,5.151412113,6.407821838,5.858825896,5.409551229,5.176232216,5.742605458,4.914525363,4.519186308,5.00105971,4.486144266,4.995377197,5.237888398,
Export value index (2000 = 100),100,102.3164611,116.2123961,139.1313684,180.8632988,235.0581534,287.4226332,354.3206235,459.7251488,389.1255873,534.1083973,714.7484503,700.3607425,737.1666646,
"Computer, communications and other services (% of commercial service exports)",,,,,,68.92239348,69.9915422,70.05314464,71.14732274,70.26526637,69.65302575,67.92565343,70.29041687,,
Commercial service exports (current US$),,,,,,51850802483,69165839663,86235067783,1.06E+11,92484320177,1.17E+11,1.38E+11,1.45E+11,,
High-technology exports (current US$),2062488338,2286511142,2353666770,2710123490,3355934439,4139238100,4876300228,5997790337,7738414135,10728448006,10086626314,12870672544,12434267043,,
High-technology exports (% of manufactured exports),6.255549228,6.970229303,6.237803011,5.947717493,5.998070281,5.803803052,6.072403224,6.403290331,6.777733191,9.093724449,7.180548755,6.8707993,6.632256486,,
Transport services (% of commercial service exports),,,,,,12.60740535,12.50842358,11.84061303,12.11739975,12.14527899,11.38683627,12.83317787,12.07116981,,
